message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
IFPDcYiayuEZ=l5k=OOeQfUqvtmW1yggPBOrUKZShBu7,Hi - thanks for reaching out but this isn't a fit for our fund.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
eLELKKOevJIAc+tpzG78ZbqQyvkOU1gyTbvWwMZky+DY,"Hi there, Good to hear from you and many thanks for sending through the below opportunity which sounds interesting. Could I ask you to please complete our online application form at [URL]?",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
dS2muh0UYtzSOXhapxg34k3DsdZRKrYPVYyOJWCw44m=,Kindly remove me from your list,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
HICOz8nWFK=KEq1V8H2hnjUcyEUXfG-2gdeubtgMvsAA,"Pier, Thank you for contacting Bios Partners. Brachytix isn't a fit for us as we are not currently interested in medical devices. We wish you all the best in your future development as you work to address this serious need in AMD.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
20Ilnwqd08Do+9EAWv2xuqi=wcyvPEq8rCA1gIgDA=TC,"Thank you for your pitch, Pier. Can you provide more information about your cash burn and runway projection?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
MkNTQ1MW4pA8xdBAp8KFl5-elqH2V4NKX80PSA7WUmy6,I would like to arrange a virtual session to discuss your startup further. When are you available?,1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
QZv7OQycv7F2+xD2yM8ggNGwlDDXta-UEn69Q=4iO=Qn,"Hi Pier, Please send me the full deck. Youve got me intrigued. Does this technology have the ability to repair vision or is it more preventative to prevent a worsening condition? What is roadmap for FDA submission?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
dPziJtEpvnX-j27weevMpAAmDZP3g+9zzG473cTWfA0G,"Pier, Thank you for sending us the deck for Brachytix. In reviewing your company, we were encouraged by: - Your mission. - The completeness of your team. - The clarity of your explanation of the business. Unfortunately, we're not going to pursue discussions at this time for an investment. Not because it's not promising, but because it's simply not the right fit for [FIRM] at this time. We typically do not invest in hardware businesses. We have invested in the past and have found these ventures to be slower to grow, requiring a lot of capital and usually without network effects (which is our core thesis). Of course, we might be making a mistake in choosing not to continue discussions... that happens. Seeing so many talented teams, we are certainly missing opportunities here. It might help to know that we have to decline 99.6% of the companies we see.",0,investment strategy,0,industry,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
oaKEMsCRkMoRFofCSoR1IRb+=aUNZYxqrdzz5uR6Ck45,Thank you but this falls outside our investment area.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
cwoUmRw26nn=Y-byynRKwuFOjFXwf36ze7jk9+eKjTwM,Thank you for reaching out with your pitch. I'm intrigued and would love to set up a meeting to learn more about your startup. Can you provide a few dates and times that work for you?,1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
ASfMzC9Nin9rs0nmDsR1jTu1jfmnORc7def0vaCcRNgH,Not for us.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Ta6+8V64uEaJgIIDl3JdkZJfrxn0FWxtAz4ipkpz8wl-,"Thanks for sending us your pitch, but unfortunately, we focus on later-stage investments. Best of luck to you and your team.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
2Mx-X4elT5EvksZ60PHr2LdPk2dBtN3TkaaatoJ-XZbH,Can you provide more information about the safety and efficacy of your drug candidate based on the clinical studies conducted?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
MhUGexh85lcWmvl2o=M-Xo9AZCBiGaS=qiB3NDAVu4Y=,Not a viable opportunity.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Eeo2-2hTnZ5-88PijjYf0A2t-SjdjeF5Fg0EIX9y5nxi,Not a fit.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
C5uDFGVTPl+upf2w5PwwzjqYtYvi0rmY7OTwsZqIotuk,Interested. Where did you get your PhD from?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ONwLv5zd0MAPHmPjvIcFHQaL+qppqqmY8hiLXqGto18t,"Hi Pier, [FIRM] is a regional fund that primarily invests in companies located in Northwest Nevada and the greater Mountain West Region.  We do not invest in companies outside of the US.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
qicP10X8fRIS2Yvs92tUXk2hNMIJApIdNtGqhZGgGHxc,We're not pursuing opportunities in this area at the moment.,0,industry,0,no specific reason,1,0,,,,,,industry,0,industry,industry
ytfOlFQX2HfeqNaAWokoW=taqhUHgh4rVfwgJz9o8h-G,"We appreciate your pitch, but we typically only invest in companies that have already secured a minimum viable product and are generating revenue.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
dXPWvSfnnMWbGXLDY2UdYaYyE+-LJ-8GAute+=d6JE+r,"Thanks for sharing your pitch, but we are not currently investing in drug development or medical devices.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
k6D2FRjvoKU9KWJcRE6Za+mbyZXlX+-GzudNTXAlBI3Z,"Pier, This one is not a good fit for us.  Please remove me from your email list. Thanks.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
R28QIlPhw-5l54M21lvowB3ELRz8LFtygdQ9coESxA-L,"Hi Pier,Thanks for reaching out and for your investment opportunity - but thats not our area of expertise and nor our investment focus. All the best and good luck",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
gRiMdbrSHOHXaE2mK42d9lGSQW3w7oYML4xNnaYvEjQl,Hi Pier - I have been out of the investment space for two years. I have so many existing ventures in my portfolio I am not evening considering anything new.,0,portfolio conflict,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
ZjWidCjwYCXeLbUUX5cZqAkNl7GV-JfkhgD9vQ6jPsqK,"Thanks for sharing your pitch, but we are not currently investing in drug development or medical devices.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
dTDRP=ttYngyHVuuQ0h+5-JigQQAkmqQ86QhBngqGZg1,"Your pitch is well-crafted, but it's not a fit for our current investment thesis.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
W-KuaMs2KY2Wh=FUo-lrDKMhOCS0Q4fBqQE02mmI15R+,"No, not within our current investment budget.",0,other,0,no specific reason,1,0,,,,,,structure,0,structure,other
V3sdEMETq0Q2BlAecyFpGw+lbtd9BJ7W97p0krdSelYY,"Hello Pier, Thanks  for reaching out to us regarding Brachytix and congratulations on what you have achieved so far ! Unfortunately, we won't be digging further at this point, mostly because the subject you address is outside our field of competence, therefore we are not the most suitable fund to support you in this project. We only strike a limited number of new partnerships with founders per year and have to choose what best fits our strategy. We know that time is entrepreneurs' most precious asset so we wanted to let you know as promptly as possible. All the best for this fundraise, the development of Brachytix and have a good day!",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
U5=2JpTUFhOY8Npc6Np=gA39BI5DwYnYPYx0s=pnazSS,Not at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ama0Dhjp7+PPsS6kccS9hdvHjeDtBd2psINzMv7AIDZC,Thanks Pier. Where are you headquartered?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
a3GrFmgOJ3OvWi7=h58eX2STZ26hPaoAxK7+kMnFNZS5,Not something we can pursue at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
bFTZpyGFghGkaNY8=eRfQM3NTMlw9FpbqVgVV0=2F2Re,"Your pitch is impressive, but we do not currently have the bandwidth to invest in the pharma industry.",0,other,0,industry,1,0,,,,,,industry,0,industry,industry
qpK22h1VJTEuw00k-urFV6COtGdZU8XqadZzFASLqB0U,"Dear Pier, Thanks for reaching out about Brachytix. Unfortunately, we have decided not to position ourselves for their upcoming funding round. We believe that developing your product will be very capital intensive and it's hard to foresee the risks, which the procedure entails. Furthermore, Brachytix is out of our geographical focus, as we only invest in European companies. I wish you all the best for the future and let's stay in touch.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
K3HxVCfEUc2NqD2XuAj8ymWfb1FkKoD1qeW0O1ymdLbM,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
muUXB5KH8U8n81WSddLgpbcMwln4OsEG4eX3fEw-NKp+,"We appreciate the opportunity to review your pitch, but unfortunately, your proposed deal structure is not aligned with our investment criteria.",0,structure,0,structure,1,1,,,,,,,0,structure,other
trIWje7dv5ftereMNsGevlNW=vcS96jYEiSB2P=VYb6Z,"Pier, thank you. This opportunity is out of scope for [FIRM]. Good luck.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
5wUC95YLNsIMVZ6j0zrveyVNJPoRZS-JqC83zOmcZ2NN,"Pier, I am not sure you reached the right Tom, but our Tokyo-based VC firm, [FIRM], is currently only investing in startups with a strong connection to Japan. If  you think your company matches that description, please send us your full pitch deck, as we might very well be interested. Tell me. Good luck either way,",0,geography,1,more info/clarification,0,0,1,0,more info/clarification,geography,1,more info/clarification,1,more info/clarification,more info/clarification
ju23M-Hjs1vFTN=w=EHUKD2eAAYIr36cmUm2tNbl==Ym,"Hi Pier, Thanks for sharing this with us. We are impressed with what you are building, but this is a bit outside of our investment scope as we typically don't invest in medical devices. Wishing you the best of luck in the next
steps for Brachytix.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
nkc99i=-d2+kKOD+I7LPkZaEWAnRto9aRG1IONpw6Ntr,"Thanks but we invest in B2B SaaS and Automation technologies, so we will have to pass. Good luck!",0,industry,0,industry,1,1,,,,,,,0,industry,industry
t=TzQHxTfY5A=b6ldmWkU+24Lha0odPMr-1S6sGdx4iZ,Not in our investment pipeline.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
gTj6NTq-4jE-uWbLbBENRs2vtTsWl7mVtTyRiW9fmP-S,Unsubscribe.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Yw7xF6qAWRfHx82BUZMa2orX60r7a+NHJtW6jkpP8Xet,We invest in this type of opportunity through funds.  Tx,0,other,0,no specific reason,1,0,,,,,,structure,0,structure,other
h0QduSUstLnYMfGmuWwbBFbM1Lf0XG6xsIpWp+rXSj+j,Not a priority for our investment portfolio.,0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
yn55BMNHP4vObuzTtY8FGTI5nkRQayFpYRLVfdqrANbt,"No, not interested in pursuing further.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
vsx1hbRNi-Ro+bKV58Si8in95MHq0CdgqpfySsL7stoZ,Not a viable fit for our investment strategy.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
JGyt8tlIEeG3bDozsi7xDtfdrmlAwMVOQX2FjduMSOTR,"Hi Pier, This ones not for me. Thank you.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
CFmNrqCy8lkYo0mcuOk9gBTdHySntA5L8H6JalJlnCRe,Can you clarify your methodology and the statistical significance of your clinical data?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
Gk=0QTbkdtsvwWTSQHQRaVN1a6aYg8vax8aOfGuZZRom,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
4kqWPvXEe-O9XFlCItFZxzGosz9sVP8VepdBfe4WfMvj,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
kn=9F+ZCGmsLZEbAtFfFK7f+jPv7yIpXZxS+jefm2zrS,"Hi Pier, Thanks for reaching out and sharing the information on your startup. Unfortunately, will pass on the same as the opportunity falls outside our investment mandate of investing in early stage fintech opportunities. Wishing you the best in this endeavour.",0,stage,0,industry,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
gmYdS+pxamb2UeGFnLriG8B2rtUUM3LFIPCB5Qdvjk83,"We appreciate your interest, but our investment focus is not aligned with the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
dFzIkBKP3hvk0P1xLZtuvahpXR74RtHgd=fLoZgBwZYr,"Thanks for your pitch, but we are not currently investing in drug development or medical devices.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
oiZpqXKudBdutkEsqVucJ6yleJoTVa8VNYww=c8g43BQ,"Hi Pier. Thanks a lot for reaching out! Unfortunately, what you are working on does notfall within our core investment scope. Nonetheless, good luck with the fundraise going forward!!All the best",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Tc-7VOFLq6vfcKDAFgQ0ojn3e9CU=KqCgIUczuCOww2E,Hello - Thanks for writing in. We have had a look and unfortunately decided to pass up the opportunity to invest. We wish you good luck for the journey ahead!,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
D70t7dpLMo7hZAWB=fC1tZtWaaP6b4c76O0AFJd=pqLD,We appreciate your pitch. Can you provide more information about the marketing and distribution strategy?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
egkn2BV0HXi8soOTlz0NpI+GIvk0rUR64VkSC80JWO66,"No, not something we're interested in at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
i6r-4UC4NrtTg+dhqCNfZw-EQW2s7Tbn+kZ835M7BAb7,Pier - not in our strike zone.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
UtC9SPCWY4VHntCFuesDvyIQonB3gdCZCMMI5-=Yxjah,Not in our investment sector.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
q7x41M8MiF6tXZahhNeroTn9HQrdtBMt0zaqmLEr0DXQ,stop,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
m2Ez2GgOIFZS6ad7E7Pjg4PLft=Q67qjGFOpw=my7zEu,"Hi Pier, we appreciate your interest in our venture capital firm. We found your pitch for Brachytix to be quite generic in many aspects. Can you provide us with more specific details about your startup?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
N+YUN80dFFrfqtRb4iZ0P5sqjIP0amBjgmLH=38eGFHO,"We appreciate the opportunity, but we'll pass.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
QHnS1pRyzlPQvm8+0xOJknt=waFcZ0rqRls4q7mkWdI2,Thanks for reaching out Pier - therapeutics are outside our scope so no need to discuss now or in the future.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
iqKRUS=yW=hc9N1OxTSop0bDkpaIlomhFc5wkESfvgmw,Not within our investment criteria.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
5CgknkV=FWIGDjsDGV3+Amtg+BfvkgwtQ-blg-6y4Rmd,"Hi Pier, Thanks for sharing your opportunity with us. Suggesting you schedule a meeting here to discuss this: [URL]",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
4QFLWtUQ8HCPC5YuImjSo9g-3m5auaIJH3dIjqGAuOkH,"We appreciate the opportunity to review your pitch, but it's not a fit for our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
PYxw3mG+yopMRrAUKJRxQbNJ16=YhvB9tOtHZw9Y3pta,"Thank you for your pitch, but we believe that your company requires more development of its technology and infrastructure before we can consider investing.",0,other,0,stage,1,0,,,,,,stage,0,stage,stage
